Transaction_ID,Customer_Name,Customer_Age,Store_Location,Store_Type,Product_Category,Product_Name,Quantity,Purchase_Amount,Discount_Applied,Payment_Method,Purchase_Date,Customer_Satisfaction_Rating,Return_Status
d97dc9cd-033d-4bce-975a-ed2ca5c5650c,John Hamilton,33,Cynthiamouth,Rural,Clothing,Second,0,472.38,0,Debit Card,04-05-2024,4,Not Returned
859131d2-bbda-4242-ad17-4fc96f7c15ea,Debra Morton,,Marshallshire,Urban,Home Decor,Executive,,1801.3,15%,Wallet,04-08-2023,1,Y
ef43613c-d4aa-49a3-bed8-c56cda09dfa0,Stephen Sanchez,,Hudsonfurt,Urban,Stationery,Great,4,3214.37,none,UPI,14-12-2023,,Not Returned
2e8d0e87-5334-40e6-99d8-0b8d7e8adee7,Mr. David Ramirez,,Angelahaven,Urban,Electronics,Yourself,,2377.88,none,UPI,30-04-2023,6,Returned
680bac63-b856-4035-bdc9-829015eabb27,Peter Vaughn DDS,,Westtown,Urban,Home Decor,Better,5,3777.33,20%,UPI,03-09-2023,4,Not Returned
3e493f43-b118-468d-a786-d50638ba8abc,Kevin Kennedy,,Ronaldside,Rural,Electronics,Give,3,1838.64,0%,Debit Card,22-11-2023,4,Y
4e7ed827-455a-4762-b428-a656b3ee4d3b,Bryan Lee,,Lake Amandaburgh,Rural,Home Decor,Dark,4,1282.64,15%,Wallet,06-01-2024,2,Returned
b97e6703-46c8-4dfe-bbf4-7042bd1531c8,Paige Carlson,,Port Jamesbury,Suburban,Stationery,Herself,,1541.75,15%,Debit Card,23-09-2023,2,No
88bd13d1-b540-430e-839f-3a254d6168bd,Angel Brown,34,Heidiberg,Urban,Groceries,Pull,3,1823.87,15%,UPI,25-08-2023,,Y
df6a8f93-1a43-4f0a-bdaa-39f0c0b6fce2,Duane Mendoza,,Jackton,Urban,Groceries,Entire,4,1038.55,0,UPI,10-02-2025,3,Y
d2762bdc-1d34-408e-ba4c-75d4dc99e04c,John Ray,35,East Edwardshire,Urban,Stationery,Fly,5,1581.11,0,UPI,07-04-2025,3,No
8edddfcd-1e52-4770-bf89-7142fe716b14,Lisa Gibbs,,Port Alexandra,Suburban,Home Decor,Little,4,3225.56,none,Wallet,13-06-2023,3,Yes
96a9954f-dc33-41f9-8c1f-55ab715629ee,Elizabeth Oliver DDS,,Port Jaredborough,Suburban,Electronics,Everything,4,1337.14,none,Debit Card,13-03-2025,1,Yes
2c7f0b79-3d67-4de9-a834-e4c014c8b3b4,Brooke Ortiz,23,Carterbury,Urban,Stationery,Fight,5,843.46,none,Wallet,01-09-2024,1,Y
743b65a2-dc0f-4fcf-b3f6-fe0d48603b32,David Baker,,South Danny,Suburban,Stationery,Down,4,3900.9,15%,Debit Card,08-10-2024,4,N
d39e198b-4400-4d5a-a88d-a71926242b40,Anthony Sparks,34,Scottmouth,Urban,Groceries,Risk,,4743.19,10%,Cash,23-08-2024,2,No
45b1ed25-f153-4ae8-a70a-cc5cb321bf21,Katherine Miller,,South Jessicaview,Urban,Groceries,Agree,,113.11,15%,UPI,30-11-2023,3,Returned
d6016237-ac9e-4156-b63f-ce413a9aca5e,Laurie Smith,55,Barbaraburgh,Suburban,Electronics,Many,3,448.78,10%,Debit Card,17-06-2023,6,Not Returned
473544f9-ea83-4f00-b135-f221a6c9537f,Kevin Walters,21,Costafort,Suburban,Stationery,Happen,2,4551.22,none,Debit Card,15-05-2024,3,Yes
1ac70ec0-ab8d-4eb4-9230-dfbd5553b2fe,Erin Steele,,Elainefurt,Rural,Stationery,Teach,3,709.33,0,Wallet,19-02-2024,6,Not Returned
168b1625-746f-4891-8964-fbbf8cd321b0,Frank Cordova,34,Hancocktown,Urban,Groceries,Really,3,4458.17,0,Debit Card,18-11-2024,1,Returned
0de051a6-69ca-47d2-b644-14fd8ae769ed,Isaiah Avila,54,Wolfborough,Urban,Home Decor,Example,0,4997.9,0,Debit Card,11-02-2025,1,Y
70286046-49bc-473f-ad7b-f656218a1536,Kari Johnson,49,Lake Eric,Suburban,Clothing,Ok,4,989.3,20%,Wallet,07-06-2024,5,Not Returned
3985fb62-17dc-4eff-a872-13f98d605936,Susan Murray MD,,South Sarah,Rural,Home Decor,Film,4,4302.89,0%,Debit Card,18-04-2023,2,Not Returned
d5b077e0-6a5d-432b-85ff-2c83b495db4e,Mr. Jesus Thomas,50,New William,Rural,Stationery,Until,1,1641.13,0%,Wallet,07-05-2024,2,N
c5ce099c-46b8-4659-91df-12d7dd30de89,Jennifer Villa,,Loriport,Urban,Groceries,She,0,2640.35,20%,UPI,23-07-2023,4,N
ffb8102d-9475-4bc9-9641-8cedd664d264,Sharon Griffin,19,Reedside,Rural,Groceries,Source,4,2246.77,0,UPI,25-11-2023,5,Yes
5260001e-eecf-47d2-b491-76f46090d697,Veronica Allen,25,Hallchester,Suburban,Clothing,Animal,1,556.73,none,Debit Card,03-06-2024,0,N
e9d68f23-b489-4070-b914-f8a8bea4ff31,Jasmin Alvarado,53,South Tammie,Suburban,Groceries,Card,2,4190.15,15%,Debit Card,11-12-2023,0,N
dea4ae17-54fd-4ad3-9716-108ef72169bb,Ryan Garcia,,Smithberg,Urban,Clothing,It,0,4333.73,0%,UPI,02-05-2024,3,N
1327f1bc-2784-478f-b84f-16b3a79fbfaf,Wayne Morgan,,Santosmouth,Rural,Stationery,Together,5,4339.78,15%,Wallet,12-02-2025,6,N
f4427e0b-6148-4bb3-889b-78d5dbfdd97e,Nathan Malone,42,New Caseyport,Suburban,Electronics,Dream,2,4361.05,0,UPI,12-09-2024,,Returned
1933918c-fa74-4761-af18-c1081723199d,Michele Garcia,,Lake Kevin,Urban,Groceries,Air,0,1991.79,0,Debit Card,08-11-2024,0,Not Returned
4b1a269b-0e5d-4462-8bd0-0ef2530a37df,Jeffrey Sanchez,,Knightburgh,Urban,Groceries,Conference,0,4361.53,none,Wallet,13-05-2023,,N
61ee6c5b-deef-480f-9c07-a75114374509,Cynthia Durham,,East Steven,Rural,Electronics,Environmental,3,466.66,none,UPI,21-08-2023,3,Y
e61ede90-0267-4eb3-aab6-12c9415d174a,Stephanie Byrd,52,North Scott,Rural,Electronics,Hair,,4775.28,0,Cash,29-03-2024,0,N
6c9f82b9-f647-4986-a391-7c994c955f6a,Joyce Turner,24,Castanedaville,Suburban,Groceries,Economic,1,4987.39,0,UPI,07-07-2024,5,N
4bbe4aff-9326-4ffd-9be4-bf5192698698,Elizabeth Spence DDS,,Alanton,Urban,Groceries,Whether,3,1689.44,5%,Debit Card,29-01-2024,1,Y
e776b886-d534-4e1d-bf29-84f5bec39a37,Patricia Hall,57,Jefferyborough,Suburban,Stationery,Pressure,5,932.92,5%,Cash,22-07-2024,3,N
c478f6f1-b88e-4318-816d-83edad81f8bd,Sara Fuller,36,West Kristinaton,Urban,Home Decor,Particularly,1,2351.9,0,UPI,19-10-2023,5,N
e8dd5e5a-1712-4b16-a1a4-344fbb7bee03,Paul Thompson,,Port Amber,Urban,Home Decor,History,,3230.8,15%,Wallet,16-01-2024,5,Y
d499da99-45c4-4a3e-a9da-484a80759f1f,Thomas Raymond,36,Juliemouth,Rural,Home Decor,Summer,3,2902.42,20%,UPI,24-05-2024,0,Not Returned
2408a6dc-1346-41a9-b680-2cdb77e490c7,Courtney Rhodes,,Coffeyside,Urban,Groceries,History,4,4562.02,0,Debit Card,06-07-2023,1,Y
43b38eb4-0390-4c5d-a502-d6a2ca6a2224,Jordan Chambers,,Brendastad,Urban,Stationery,Box,,3178.42,0,UPI,17-06-2023,3,Yes
9e9a9f83-0668-43ee-b8b2-b5493bdbc09e,Kristina Herman,29,Lake Bryan,Urban,Stationery,Than,,4557.18,0%,UPI,13-09-2024,2,N
a6348e78-4d5c-45c7-b379-cb1ee8cda0cc,Charles Shah,,Wendyville,Urban,Home Decor,Bill,0,4169.32,0%,Credit Card,02-04-2024,5,N
637e4b01-22ba-410e-899c-a782e3236d1a,Michael Paul,,Matthewsberg,Urban,Home Decor,Value,,4314.69,0,Credit Card,07-10-2023,4,N
7d45d8ef-d56c-48ea-9959-7b5aa7a8f636,Teresa Ramirez,,Jeffmouth,Rural,Clothing,Eat,,2328.45,0,Credit Card,24-02-2024,2,Not Returned
af88bdec-fb1e-443b-996f-4dfa5cd8fe1a,Steven Newman,32,South Joshuaville,Rural,Home Decor,Thus,3,222.62,20%,UPI,31-01-2025,6,Returned
364c911a-a9ab-464a-9777-e8cb74685b98,Linda Smith,25,Johnberg,Urban,Stationery,Stop,3,784.91,5%,Cash,07-01-2025,2,N
c3e15a85-d46e-4104-9190-6f5034885a46,Laurie Li,44,West Kim,Suburban,Electronics,Story,,3385.38,0,Wallet,19-06-2024,,Returned
dbc080fd-46fb-4bf3-80b9-d4a3989240ac,Dr. Kimberly Lindsey,46,Lake Michelleberg,Suburban,Electronics,Administration,2,260.31,0%,UPI,07-03-2025,5,N
96bf10ab-3ce9-45e7-89d6-a63bca3c6f5f,Christopher Williams,47,Foxland,Rural,Groceries,Maybe,2,396.7,0%,Debit Card,11-01-2024,,Yes
97fa7f04-8363-4007-9cae-9610c72c1fe3,Jonathan Dougherty,31,Lake Kristahaven,Rural,Groceries,Fish,2,3955.29,10%,Debit Card,21-03-2024,1,Returned
0f9240e1-07f9-4d05-b6ca-6b8ba4b1f991,Dr. Jessica Rodriguez DDS,,Jonesland,Urban,Groceries,Fund,0,1709.94,10%,Debit Card,28-03-2024,4,Returned
466772ce-204e-478c-90d0-8d1125f934bf,Lauren Joseph,,Vanghaven,Urban,Stationery,Financial,1,638.64,none,UPI,23-07-2024,3,No
1963c26d-6e21-4b09-9afd-4015816bcb9f,Ashley Pena,25,South Shannon,Suburban,Home Decor,Drive,4,356.76,0,UPI,25-03-2024,5,Returned
66132e69-7418-4109-93d1-bf0f56c438e4,Brandon Simmons,,Nicholasberg,Suburban,Electronics,Right,5,2314.83,10%,Credit Card,23-02-2024,2,Yes
d4ef00aa-175a-41ec-912f-a61279699ed2,Jeffrey Garner,46,Lisaside,Urban,Clothing,As,4,2188.74,5%,Debit Card,24-03-2025,0,Not Returned
5463adc7-8fca-4b6a-8fc4-2092f4e559e5,Jennifer Russo,,Parrishton,Suburban,Stationery,Field,5,1447.58,0,Debit Card,06-07-2024,3,Returned
93f277cc-1a85-410d-9a05-7c114ffca6b1,Brittney Olson,59,West Meganstad,Suburban,Home Decor,Building,1,585.97,0,Cash,17-07-2024,0,Not Returned
cea60f4c-39e5-4ff0-92f8-37d447503f1d,Justin Saunders,,New Sarahview,Rural,Clothing,Air,1,2053.78,0,UPI,20-11-2024,6,Y
4f199ec0-c32d-4526-b3e4-110a45f50c52,Heather White,45,New Diane,Rural,Clothing,Available,1,428.95,none,Cash,26-08-2023,6,Yes
07d924ce-f8c8-4fae-a217-8f84bdb025ff,Joseph Bennett,45,Petersonstad,Suburban,Stationery,Forget,3,3383.06,15%,UPI,27-07-2023,,Not Returned
914dcfae-f100-43a7-86de-b2f0530ac1c7,Sophia Moore,,Lake Christophermouth,Urban,Clothing,Recently,2,858.18,15%,Debit Card,19-10-2024,4,Yes
6a07f213-7129-4ec7-9b69-554d7c54535f,Paul Wilson,57,Rodriguezshire,Rural,Clothing,Message,0,4241.26,none,Credit Card,02-03-2024,0,Returned
3873e57f-0ba0-48e8-8ef4-92c1aac93316,Kyle Smith,,Sierraberg,Urban,Groceries,South,1,4615.53,0%,Credit Card,21-05-2024,5,No
01fa964e-1eb7-4b56-93ff-d3a24a193501,Jeffrey Anderson MD,,New Angelica,Rural,Clothing,Relate,3,1943.35,15%,Debit Card,23-10-2023,4,No
dc9c96de-65a6-44c2-9273-8a235aaab32f,Jessica Stevens,61,Port Lawrencechester,Suburban,Home Decor,Painting,5,862.34,none,Wallet,24-12-2024,1,Yes
4a1dab32-6aed-4dc7-a3e0-5309b5a1b949,Alex Nguyen,,Collierstad,Suburban,Electronics,Behavior,0,2129.5,10%,UPI,16-02-2024,6,Returned
6f887f28-3e49-4d09-9b19-d8b8d8302081,Kelly Foster,43,Juliebury,Urban,Groceries,Goal,1,2681.98,0%,UPI,12-03-2024,6,No
a21b0307-82af-485c-938d-994c2b0abedd,Jordan Bullock,,Michaelberg,Rural,Home Decor,Eat,3,3844.39,0%,Cash,03-12-2024,3,Yes
2c6a6e9a-3280-47a1-8187-222b257d5e52,Paige Rios,,Port Courtney,Rural,Electronics,Majority,,2551.29,none,Wallet,26-06-2023,4,Y
72eb7474-9458-454e-8287-4f069050f7ef,Sonia Day,,Michellemouth,Suburban,Electronics,City,4,4324.34,20%,Wallet,13-11-2024,2,Returned
a1a27485-7134-4c2a-b80b-3657117b355b,Donald Brown,41,West Steventon,Suburban,Electronics,Art,4,942.18,20%,Cash,14-03-2024,,Not Returned
a508dc95-13a4-4492-897d-e16dd4ea120a,Savannah Gilbert,,Fordside,Urban,Clothing,Strong,0,2667.42,15%,Cash,19-01-2024,0,Y
e8b77f7b-7321-4f6b-8a80-76ece5582e16,Marissa Morris,40,Masonton,Urban,Electronics,Little,0,2699.96,10%,Cash,01-11-2024,2,Y
57eb89b1-d65e-49dd-a62d-2d06cf9b8558,Mrs. Maria Williams,22,Ritterhaven,Rural,Home Decor,Necessary,0,3051.76,none,Wallet,27-06-2023,3,Not Returned
eafde7d9-5f73-4a3e-9d28-6aa428a39779,Jason Morgan,,Port Crystalmouth,Rural,Clothing,Attorney,,3437.55,20%,Cash,24-07-2024,6,Not Returned
62f5df2b-adaa-44ca-8ed6-ad5e18318aa3,Nathaniel Douglas,55,West Christopher,Suburban,Stationery,Record,0,2266.82,0%,Credit Card,20-12-2023,6,Y
f7baf55e-4f6b-48c8-998d-daeceaafe543,Mary Anderson,22,West Angelicamouth,Rural,Stationery,Tax,0,284.28,0%,Debit Card,26-07-2023,6,Y
f275b5f3-d436-47a8-b3ec-b951ab8cbf97,Melissa Fox,,Romerotown,Rural,Home Decor,Him,5,2303.7,none,Debit Card,16-07-2023,1,Not Returned
577bc55a-36d5-4494-b37f-d50d2e25b5ee,Katelyn Perez,63,East Chris,Rural,Groceries,Three,0,2307.56,none,Credit Card,03-12-2023,1,Y
8a2e6a93-c558-4bb2-81f7-f3fb19e45c6a,Sophia Johnson,,Nancyberg,Suburban,Clothing,Picture,5,4955.83,20%,Wallet,10-12-2024,6,Returned
d4d30795-2e4b-4bc4-a989-0880277d1be9,Lori Orr,,Williamsstad,Urban,Clothing,Require,0,3426.6,5%,Credit Card,25-01-2024,,Not Returned
9c4ffb46-71b7-41aa-b836-f5713ccec76c,Paul Cole,56,West Tammy,Suburban,Electronics,Still,0,1492.32,0,Debit Card,17-10-2024,0,Not Returned
5e2ad32d-31ab-4b56-95c9-fdc7e76adca9,Laura Alexander,43,Kimberlyhaven,Rural,Electronics,News,,1620.14,0,UPI,06-04-2024,,Not Returned
331f63fb-d11f-48c0-a97c-a4fff75d599f,Brenda Wright,61,Sawyerside,Rural,Home Decor,World,,4084.61,0,Debit Card,27-02-2024,,Not Returned
d9e604b3-8412-4335-988c-656db61e5fdb,Bradley Martin,30,Whiteheadberg,Urban,Groceries,Then,3,1613.44,10%,Credit Card,26-06-2023,,N
38d77b9a-e916-4a57-b248-23ab177a8a5f,Stacey Arias,51,Brownhaven,Rural,Clothing,Hour,0,2587.68,20%,Debit Card,12-03-2024,2,Not Returned
5ffa46ef-14e4-480c-be99-36a362dbc850,Fernando Garcia,57,Laceyberg,Rural,Home Decor,American,0,855.84,10%,Credit Card,08-10-2023,0,Not Returned
b231c60b-78f2-4e6b-946b-415deada79a3,Olivia Harrison,46,North Andrewborough,Rural,Groceries,Thing,3,4850.98,20%,UPI,16-11-2023,4,Not Returned
9bdf90f2-ba2c-4f19-b0b2-a5d18c7e6f42,Ashley Roberts,,Davidbury,Suburban,Clothing,Kind,3,4529.47,10%,Wallet,02-08-2023,6,Not Returned
10142131-7505-45f5-9f70-8368cb3cf8ca,Taylor Carlson,,Lake Zacharybury,Urban,Home Decor,Serious,2,4834.71,none,UPI,16-08-2024,0,Returned
9d642932-0066-453d-ade2-99a14a90cd0c,Kenneth Lopez,36,New Theresaland,Urban,Clothing,Never,0,3585.86,20%,Wallet,28-07-2023,2,Yes
81f38dd4-fd03-4ada-8952-518581e03a5e,Jeanette Harrison,40,Zavalaview,Suburban,Electronics,Small,2,4172.13,5%,Wallet,03-06-2024,3,N
5844f9fc-114b-4547-89dc-72b85b6a8102,Matthew Garcia,,Dennisstad,Urban,Clothing,Office,3,1992.21,5%,Cash,20-04-2023,4,No
d49405f0-2cd2-4404-a48e-40f1d0421dfa,Julie Dominguez,,Port Dennis,Suburban,Stationery,Sense,,4595.24,15%,Credit Card,26-12-2023,5,No
4b1f0d7b-0977-4513-b52a-7d25f1901b7e,Rick Blackwell,,Sarahhaven,Urban,Clothing,Information,2,1354.03,none,Cash,30-11-2024,1,Returned
095ffa81-40d9-4bce-b930-ba208b040f49,Cheryl Kelly,47,Port Dianaview,Urban,Home Decor,Capital,0,1268.35,0,Debit Card,31-12-2024,1,Returned
6667d3bb-e3b5-4360-afdc-0bad5e368127,Stephanie Hughes,,South Heather,Urban,Stationery,Hold,4,3620.87,0%,Wallet,18-12-2024,4,Yes
